tps,cores,blk_size,platform
990.09900990099,64,100,FISCO-BCOS
591.7159763313609,64,100,FISCO-BCOS
1388.888888888889,64,100,FISCO-BCOS
1234.567901234568,64,100,FISCO-BCOS
1351.3513513513512,64,100,FISCO-BCOS
769.2307692307693,64,100,FISCO-BCOS
1020.4081632653061,64,100,FISCO-BCOS
584.7953216374269,64,100,FISCO-BCOS
1041.6666666666667,64,100,FISCO-BCOS
526.3157894736842,64,100,FISCO-BCOS
1388.888888888889,64,100,FISCO-BCOS
884.9557522123894,64,100,FISCO-BCOS
1204.8192771084339,64,100,FISCO-BCOS
1388.888888888889,64,100,FISCO-BCOS
1298.7012987012986,64,100,FISCO-BCOS
925.925925925926,64,100,FISCO-BCOS
1333.3333333333333,64,100,FISCO-BCOS
1333.3333333333333,64,100,FISCO-BCOS
1123.5955056179776,64,100,FISCO-BCOS
1162.7906976744187,64,100,FISCO-BCOS
1515.1515151515152,64,100,FISCO-BCOS
1538.4615384615386,64,100,FISCO-BCOS
869.5652173913044,64,100,FISCO-BCOS
671.1409395973154,64,100,FISCO-BCOS
826.4462809917355,64,100,FISCO-BCOS
787.4015748031496,64,100,FISCO-BCOS
1315.7894736842106,64,100,FISCO-BCOS
1298.7012987012986,64,100,FISCO-BCOS
1265.8227848101267,64,100,FISCO-BCOS
465.1162790697674,64,100,FISCO-BCOS
1388.888888888889,64,100,FISCO-BCOS
1369.86301369863,64,100,FISCO-BCOS
862.0689655172413,64,100,FISCO-BCOS
1052.6315789473683,64,100,FISCO-BCOS
689.6551724137931,64,100,FISCO-BCOS
746.2686567164179,64,100,FISCO-BCOS
840.3361344537815,64,100,FISCO-BCOS
689.6551724137931,64,100,FISCO-BCOS
980.3921568627451,64,100,FISCO-BCOS
1724.1379310344826,64,100,FISCO-BCOS
787.4015748031496,64,100,FISCO-BCOS
1111.111111111111,64,100,FISCO-BCOS
900.9009009009009,64,100,FISCO-BCOS
675.6756756756756,64,100,FISCO-BCOS
1219.5121951219512,64,100,FISCO-BCOS
1075.268817204301,64,100,FISCO-BCOS
1666.6666666666667,64,100,FISCO-BCOS
862.0689655172413,64,100,FISCO-BCOS
1333.3333333333333,64,100,FISCO-BCOS
1136.3636363636365,64,100,FISCO-BCOS
529.1005291005291,64,100,FISCO-BCOS
980.3921568627451,64,100,FISCO-BCOS
1298.7012987012986,64,100,FISCO-BCOS
1041.6666666666667,64,100,FISCO-BCOS
574.7126436781609,64,100,FISCO-BCOS
854.7008547008546,64,100,FISCO-BCOS
813.0081300813008,64,100,FISCO-BCOS
1204.8192771084339,64,100,FISCO-BCOS
1020.4081632653061,64,100,FISCO-BCOS
980.3921568627451,64,100,FISCO-BCOS
1538.4615384615386,64,100,FISCO-BCOS
1190.4761904761904,64,100,FISCO-BCOS
699.3006993006993,64,100,FISCO-BCOS
892.8571428571429,64,100,FISCO-BCOS
943.3962264150944,64,100,FISCO-BCOS
869.5652173913044,64,100,FISCO-BCOS
1176.4705882352941,64,100,FISCO-BCOS
1250.0,64,100,FISCO-BCOS
990.09900990099,64,100,FISCO-BCOS
694.4444444444445,64,100,FISCO-BCOS
578.0346820809249,64,100,FISCO-BCOS
751.8796992481202,64,100,FISCO-BCOS
862.0689655172413,64,100,FISCO-BCOS
1388.888888888889,64,100,FISCO-BCOS
613.4969325153374,64,100,FISCO-BCOS
952.3809523809523,64,100,FISCO-BCOS
719.4244604316547,64,100,FISCO-BCOS
462.962962962963,64,100,FISCO-BCOS
1538.4615384615386,64,100,FISCO-BCOS
892.8571428571429,64,100,FISCO-BCOS
1538.4615384615386,64,100,FISCO-BCOS
1315.7894736842106,64,100,FISCO-BCOS
653.5947712418301,64,100,FISCO-BCOS
781.25,64,100,FISCO-BCOS
884.9557522123894,64,100,FISCO-BCOS
826.4462809917355,64,100,FISCO-BCOS
684.931506849315,64,100,FISCO-BCOS
970.873786407767,64,100,FISCO-BCOS
1333.3333333333333,64,100,FISCO-BCOS
917.4311926605506,64,100,FISCO-BCOS
1351.3513513513512,64,100,FISCO-BCOS
699.3006993006993,64,100,FISCO-BCOS
1041.6666666666667,64,100,FISCO-BCOS
1515.1515151515152,64,100,FISCO-BCOS
1041.6666666666667,64,100,FISCO-BCOS
833.3333333333334,64,100,FISCO-BCOS
1250.0,64,100,FISCO-BCOS
1123.5955056179776,64,100,FISCO-BCOS
564.9717514124294,64,100,FISCO-BCOS
819.672131147541,64,100,FISCO-BCOS
746.2686567164179,64,100,FISCO-BCOS
1351.3513513513512,64,100,FISCO-BCOS
1149.4252873563219,64,100,FISCO-BCOS
621.1180124223602,64,100,FISCO-BCOS
877.1929824561403,64,100,FISCO-BCOS
406.5040650406504,64,100,FISCO-BCOS
1075.268817204301,64,100,FISCO-BCOS
1492.5373134328358,64,100,FISCO-BCOS
1136.3636363636365,64,100,FISCO-BCOS
1333.3333333333333,64,100,FISCO-BCOS
512.8205128205128,64,100,FISCO-BCOS
943.3962264150944,64,100,FISCO-BCOS
775.1937984496125,64,100,FISCO-BCOS
1149.4252873563219,64,100,FISCO-BCOS
1315.7894736842106,64,100,FISCO-BCOS
1162.7906976744187,64,100,FISCO-BCOS
1063.8297872340424,64,100,FISCO-BCOS
675.6756756756756,64,100,FISCO-BCOS
1315.7894736842106,64,100,FISCO-BCOS
917.4311926605506,64,100,FISCO-BCOS
704.225352112676,64,100,FISCO-BCOS
884.9557522123894,64,100,FISCO-BCOS
826.4462809917355,64,100,FISCO-BCOS
833.3333333333334,64,100,FISCO-BCOS
1333.3333333333333,64,100,FISCO-BCOS
1111.111111111111,64,100,FISCO-BCOS
613.4969325153374,64,100,FISCO-BCOS
684.931506849315,64,100,FISCO-BCOS
917.4311926605506,64,100,FISCO-BCOS
869.5652173913044,64,100,FISCO-BCOS
1010.1010101010102,64,100,FISCO-BCOS
1333.3333333333333,64,100,FISCO-BCOS
892.8571428571429,64,100,FISCO-BCOS
729.92700729927,64,100,FISCO-BCOS
1639.344262295082,64,100,FISCO-BCOS
471.6981132075472,64,100,FISCO-BCOS
1351.3513513513512,64,100,FISCO-BCOS
1111.111111111111,64,100,FISCO-BCOS
1666.6666666666667,64,100,FISCO-BCOS
473.93364928909955,64,100,FISCO-BCOS
892.8571428571429,64,100,FISCO-BCOS
714.2857142857143,64,100,FISCO-BCOS
1449.2753623188405,64,100,FISCO-BCOS
1562.5,64,100,FISCO-BCOS
1136.3636363636365,64,100,FISCO-BCOS
862.0689655172413,64,100,FISCO-BCOS
1162.7906976744187,64,100,FISCO-BCOS
813.0081300813008,64,100,FISCO-BCOS
806.4516129032257,64,100,FISCO-BCOS
917.4311926605506,64,100,FISCO-BCOS
1265.8227848101267,64,100,FISCO-BCOS
787.4015748031496,64,100,FISCO-BCOS
892.8571428571429,64,100,FISCO-BCOS
909.090909090909,64,100,FISCO-BCOS
862.0689655172413,64,100,FISCO-BCOS
884.9557522123894,64,100,FISCO-BCOS
869.5652173913044,64,100,FISCO-BCOS
980.3921568627451,64,100,FISCO-BCOS
606.0606060606061,64,100,FISCO-BCOS
925.925925925926,64,100,FISCO-BCOS
900.9009009009009,64,100,FISCO-BCOS
943.3962264150944,64,100,FISCO-BCOS
456.62100456621005,64,100,FISCO-BCOS
641.0256410256411,64,100,FISCO-BCOS
877.1929824561403,64,100,FISCO-BCOS
952.3809523809523,64,100,FISCO-BCOS
847.457627118644,64,100,FISCO-BCOS
1562.5,64,100,FISCO-BCOS
869.5652173913044,64,100,FISCO-BCOS
800.0,64,100,FISCO-BCOS
917.4311926605506,64,100,FISCO-BCOS
709.2198581560284,64,100,FISCO-BCOS
1492.5373134328358,64,100,FISCO-BCOS
591.7159763313609,64,100,FISCO-BCOS
840.3361344537815,64,100,FISCO-BCOS
819.672131147541,64,100,FISCO-BCOS
1449.2753623188405,64,100,FISCO-BCOS
900.9009009009009,64,100,FISCO-BCOS
900.9009009009009,64,100,FISCO-BCOS
1515.1515151515152,64,100,FISCO-BCOS
1587.3015873015872,64,100,FISCO-BCOS
877.1929824561403,64,100,FISCO-BCOS
1250.0,64,100,FISCO-BCOS
877.1929824561403,64,100,FISCO-BCOS
990.09900990099,64,100,FISCO-BCOS
877.1929824561403,64,100,FISCO-BCOS
1204.8192771084339,64,100,FISCO-BCOS
869.5652173913044,64,100,FISCO-BCOS
833.3333333333334,64,100,FISCO-BCOS
1639.344262295082,64,100,FISCO-BCOS
1449.2753623188405,64,100,FISCO-BCOS
1666.6666666666667,64,100,FISCO-BCOS
1282.0512820512822,64,100,FISCO-BCOS
1408.450704225352,64,100,FISCO-BCOS
892.8571428571429,64,100,FISCO-BCOS
1724.1379310344826,64,100,FISCO-BCOS
869.5652173913044,64,100,FISCO-BCOS
892.8571428571429,64,100,FISCO-BCOS
877.1929824561403,64,100,FISCO-BCOS
925.925925925926,64,100,FISCO-BCOS
1587.3015873015872,64,100,FISCO-BCOS
1408.450704225352,64,100,FISCO-BCOS
884.9557522123894,64,100,FISCO-BCOS
1612.9032258064515,64,100,FISCO-BCOS
1515.1515151515152,64,100,FISCO-BCOS
561.7977528089888,64,100,FISCO-BCOS
1639.344262295082,64,100,FISCO-BCOS
934.5794392523364,64,100,FISCO-BCOS
847.457627118644,64,100,FISCO-BCOS
1470.5882352941178,64,100,FISCO-BCOS
1515.1515151515152,64,100,FISCO-BCOS
429.1845493562232,64,100,FISCO-BCOS
1086.9565217391303,64,100,FISCO-BCOS
1724.1379310344826,64,100,FISCO-BCOS
1449.2753623188405,64,100,FISCO-BCOS
653.5947712418301,64,100,FISCO-BCOS
1190.4761904761904,64,100,FISCO-BCOS
900.9009009009009,64,100,FISCO-BCOS
1639.344262295082,64,100,FISCO-BCOS
1428.5714285714287,64,100,FISCO-BCOS
1351.3513513513512,64,100,FISCO-BCOS
1075.268817204301,64,100,FISCO-BCOS
1449.2753623188405,64,100,FISCO-BCOS
869.5652173913044,64,100,FISCO-BCOS
961.5384615384615,64,100,FISCO-BCOS
763.3587786259543,64,100,FISCO-BCOS
1562.5,64,100,FISCO-BCOS
1851.851851851852,64,100,FISCO-BCOS
769.2307692307693,64,100,FISCO-BCOS
1639.344262295082,64,100,FISCO-BCOS
1724.1379310344826,64,100,FISCO-BCOS
694.4444444444445,64,100,FISCO-BCOS
990.09900990099,64,100,FISCO-BCOS
869.5652173913044,64,100,FISCO-BCOS
1785.7142857142858,64,100,FISCO-BCOS
1219.5121951219512,64,100,FISCO-BCOS
1449.2753623188405,64,100,FISCO-BCOS
854.7008547008546,64,100,FISCO-BCOS
1639.344262295082,64,100,FISCO-BCOS
900.9009009009009,64,100,FISCO-BCOS
925.925925925926,64,100,FISCO-BCOS
961.5384615384615,64,100,FISCO-BCOS
1724.1379310344826,64,100,FISCO-BCOS
1123.5955056179776,64,100,FISCO-BCOS
1408.450704225352,64,100,FISCO-BCOS
934.5794392523364,64,100,FISCO-BCOS
1250.0,64,100,FISCO-BCOS
877.1929824561403,64,100,FISCO-BCOS
1562.5,64,100,FISCO-BCOS
869.5652173913044,64,100,FISCO-BCOS
813.0081300813008,64,100,FISCO-BCOS
900.9009009009009,64,100,FISCO-BCOS
806.4516129032257,64,100,FISCO-BCOS
900.9009009009009,64,100,FISCO-BCOS
1234.567901234568,64,100,FISCO-BCOS
666.6666666666666,64,100,FISCO-BCOS
980.3921568627451,64,100,FISCO-BCOS
892.8571428571429,64,100,FISCO-BCOS
609.7560975609756,64,100,FISCO-BCOS
826.4462809917355,64,100,FISCO-BCOS
1250.0,64,100,FISCO-BCOS
819.672131147541,64,100,FISCO-BCOS
1470.5882352941178,64,100,FISCO-BCOS
1408.450704225352,64,100,FISCO-BCOS
1428.5714285714287,64,100,FISCO-BCOS
1562.5,64,100,FISCO-BCOS
546.448087431694,64,100,FISCO-BCOS
1388.888888888889,64,100,FISCO-BCOS
1492.5373134328358,64,100,FISCO-BCOS
854.7008547008546,64,100,FISCO-BCOS
1369.86301369863,64,100,FISCO-BCOS
1000.0,64,100,FISCO-BCOS
900.9009009009009,64,100,FISCO-BCOS
854.7008547008546,64,100,FISCO-BCOS
1492.5373134328358,64,100,FISCO-BCOS
1315.7894736842106,64,100,FISCO-BCOS
1538.4615384615386,64,100,FISCO-BCOS
1298.7012987012986,64,100,FISCO-BCOS
980.3921568627451,64,100,FISCO-BCOS
806.4516129032257,64,100,FISCO-BCOS
729.92700729927,64,100,FISCO-BCOS
819.672131147541,64,100,FISCO-BCOS
884.9557522123894,64,100,FISCO-BCOS
757.5757575757576,64,100,FISCO-BCOS
1351.3513513513512,64,100,FISCO-BCOS
862.0689655172413,64,100,FISCO-BCOS
909.090909090909,64,100,FISCO-BCOS
925.925925925926,64,100,FISCO-BCOS
1449.2753623188405,64,100,FISCO-BCOS
1538.4615384615386,64,100,FISCO-BCOS
1492.5373134328358,64,100,FISCO-BCOS
675.6756756756756,64,100,FISCO-BCOS
1639.344262295082,64,100,FISCO-BCOS
666.6666666666666,64,100,FISCO-BCOS
869.5652173913044,64,100,FISCO-BCOS
1587.3015873015872,64,100,FISCO-BCOS
1612.9032258064515,64,100,FISCO-BCOS
1351.3513513513512,64,100,FISCO-BCOS
1515.1515151515152,64,100,FISCO-BCOS
840.3361344537815,64,100,FISCO-BCOS
892.8571428571429,64,100,FISCO-BCOS
775.1937984496125,64,100,FISCO-BCOS
1075.268817204301,64,100,FISCO-BCOS
900.9009009009009,64,100,FISCO-BCOS
900.9009009009009,64,100,FISCO-BCOS
1612.9032258064515,64,100,FISCO-BCOS
1190.4761904761904,64,100,FISCO-BCOS
1538.4615384615386,64,100,FISCO-BCOS
740.7407407407406,64,100,FISCO-BCOS
1639.344262295082,64,100,FISCO-BCOS
909.090909090909,64,100,FISCO-BCOS
1219.5121951219512,64,100,FISCO-BCOS
1587.3015873015872,64,100,FISCO-BCOS
1492.5373134328358,64,100,FISCO-BCOS
1587.3015873015872,64,100,FISCO-BCOS
884.9557522123894,64,100,FISCO-BCOS
1470.5882352941178,64,100,FISCO-BCOS
1408.450704225352,64,100,FISCO-BCOS
1492.5373134328358,64,100,FISCO-BCOS
529.1005291005291,64,100,FISCO-BCOS
925.925925925926,64,100,FISCO-BCOS
884.9557522123894,64,100,FISCO-BCOS
862.0689655172413,64,100,FISCO-BCOS
1639.344262295082,64,100,FISCO-BCOS
900.9009009009009,64,100,FISCO-BCOS
1123.5955056179776,64,100,FISCO-BCOS
1470.5882352941178,64,100,FISCO-BCOS
1111.111111111111,64,100,FISCO-BCOS
1111.111111111111,64,100,FISCO-BCOS
1515.1515151515152,64,100,FISCO-BCOS
1515.1515151515152,64,100,FISCO-BCOS
684.931506849315,64,100,FISCO-BCOS
869.5652173913044,64,100,FISCO-BCOS
724.6376811594203,64,100,FISCO-BCOS
1818.181818181818,64,100,FISCO-BCOS
709.2198581560284,64,100,FISCO-BCOS
704.225352112676,64,100,FISCO-BCOS
884.9557522123894,64,100,FISCO-BCOS
1408.450704225352,64,100,FISCO-BCOS
900.9009009009009,64,100,FISCO-BCOS
1162.7906976744187,64,100,FISCO-BCOS
1388.888888888889,64,100,FISCO-BCOS
1694.915254237288,64,100,FISCO-BCOS
1694.915254237288,64,100,FISCO-BCOS
1470.5882352941178,64,100,FISCO-BCOS
917.4311926605506,64,100,FISCO-BCOS
1449.2753623188405,64,100,FISCO-BCOS
877.1929824561403,64,100,FISCO-BCOS
909.090909090909,64,100,FISCO-BCOS
934.5794392523364,64,100,FISCO-BCOS
1265.8227848101267,64,100,FISCO-BCOS
884.9557522123894,64,100,FISCO-BCOS
943.3962264150944,64,100,FISCO-BCOS
833.3333333333334,64,100,FISCO-BCOS
1190.4761904761904,64,100,FISCO-BCOS
704.225352112676,64,100,FISCO-BCOS
763.3587786259543,64,100,FISCO-BCOS
1111.111111111111,64,100,FISCO-BCOS
1315.7894736842106,64,100,FISCO-BCOS
680.2721088435374,64,100,FISCO-BCOS
1428.5714285714287,64,100,FISCO-BCOS
1785.7142857142858,64,100,FISCO-BCOS
584.7953216374269,64,100,FISCO-BCOS
934.5794392523364,64,100,FISCO-BCOS
884.9557522123894,64,100,FISCO-BCOS
1010.1010101010102,64,100,FISCO-BCOS
1162.7906976744187,64,100,FISCO-BCOS
877.1929824561403,64,100,FISCO-BCOS
1449.2753623188405,64,100,FISCO-BCOS
1282.0512820512822,64,100,FISCO-BCOS
1492.5373134328358,64,100,FISCO-BCOS
507.6142131979695,64,100,FISCO-BCOS
884.9557522123894,64,100,FISCO-BCOS
909.090909090909,64,100,FISCO-BCOS
1369.86301369863,64,100,FISCO-BCOS
909.090909090909,64,100,FISCO-BCOS
763.3587786259543,64,100,FISCO-BCOS
819.672131147541,64,100,FISCO-BCOS
900.9009009009009,64,100,FISCO-BCOS
775.1937984496125,64,100,FISCO-BCOS
892.8571428571429,64,100,FISCO-BCOS
1492.5373134328358,64,100,FISCO-BCOS
1149.4252873563219,64,100,FISCO-BCOS
806.4516129032257,64,100,FISCO-BCOS
1190.4761904761904,64,100,FISCO-BCOS
625.0,64,100,FISCO-BCOS
1428.5714285714287,64,100,FISCO-BCOS
502.5125628140703,64,100,FISCO-BCOS
847.457627118644,64,100,FISCO-BCOS
847.457627118644,64,100,FISCO-BCOS
769.2307692307693,64,100,FISCO-BCOS
1162.7906976744187,64,100,FISCO-BCOS
769.2307692307693,64,100,FISCO-BCOS
1408.450704225352,64,100,FISCO-BCOS
735.2941176470589,64,100,FISCO-BCOS
483.0917874396135,64,100,FISCO-BCOS
787.4015748031496,64,100,FISCO-BCOS
1449.2753623188405,64,100,FISCO-BCOS
925.925925925926,64,100,FISCO-BCOS
1369.86301369863,64,100,FISCO-BCOS
1470.5882352941178,64,100,FISCO-BCOS
900.9009009009009,64,100,FISCO-BCOS
813.0081300813008,64,100,FISCO-BCOS
1587.3015873015872,64,100,FISCO-BCOS
909.090909090909,64,100,FISCO-BCOS
769.2307692307693,64,100,FISCO-BCOS
1562.5,64,100,FISCO-BCOS
877.1929824561403,64,100,FISCO-BCOS
862.0689655172413,64,100,FISCO-BCOS
1250.0,64,100,FISCO-BCOS
1250.0,64,100,FISCO-BCOS
625.0,64,100,FISCO-BCOS
1219.5121951219512,64,100,FISCO-BCOS
1369.86301369863,64,100,FISCO-BCOS
653.5947712418301,64,100,FISCO-BCOS
1176.4705882352941,64,100,FISCO-BCOS
1111.111111111111,64,100,FISCO-BCOS
806.4516129032257,64,100,FISCO-BCOS
724.6376811594203,64,100,FISCO-BCOS
1369.86301369863,64,100,FISCO-BCOS
917.4311926605506,64,100,FISCO-BCOS
990.09900990099,64,100,FISCO-BCOS
813.0081300813008,64,100,FISCO-BCOS
833.3333333333334,64,100,FISCO-BCOS
1694.915254237288,64,100,FISCO-BCOS
900.9009009009009,64,100,FISCO-BCOS
1818.181818181818,64,100,FISCO-BCOS
1333.3333333333333,64,100,FISCO-BCOS
1587.3015873015872,64,100,FISCO-BCOS
862.0689655172413,64,100,FISCO-BCOS
740.7407407407406,64,100,FISCO-BCOS
1612.9032258064515,64,100,FISCO-BCOS
1333.3333333333333,64,100,FISCO-BCOS
917.4311926605506,64,100,FISCO-BCOS
826.4462809917355,64,100,FISCO-BCOS
1388.888888888889,64,100,FISCO-BCOS
884.9557522123894,64,100,FISCO-BCOS
925.925925925926,64,100,FISCO-BCOS
1515.1515151515152,64,100,FISCO-BCOS
1562.5,64,100,FISCO-BCOS
943.3962264150944,64,100,FISCO-BCOS
877.1929824561403,64,100,FISCO-BCOS
1000.0,64,100,FISCO-BCOS
1369.86301369863,64,100,FISCO-BCOS
1428.5714285714287,64,100,FISCO-BCOS
1492.5373134328358,64,100,FISCO-BCOS
900.9009009009009,64,100,FISCO-BCOS
1333.3333333333333,64,100,FISCO-BCOS
925.925925925926,64,100,FISCO-BCOS
884.9557522123894,64,100,FISCO-BCOS
900.9009009009009,64,100,FISCO-BCOS
1612.9032258064515,64,100,FISCO-BCOS
925.925925925926,64,100,FISCO-BCOS
900.9009009009009,64,100,FISCO-BCOS
1449.2753623188405,64,100,FISCO-BCOS
884.9557522123894,64,100,FISCO-BCOS
1639.344262295082,64,100,FISCO-BCOS
505.0505050505051,64,100,FISCO-BCOS
952.3809523809523,64,100,FISCO-BCOS
757.5757575757576,64,100,FISCO-BCOS
1492.5373134328358,64,100,FISCO-BCOS
877.1929824561403,64,100,FISCO-BCOS
1515.1515151515152,64,100,FISCO-BCOS
1298.7012987012986,64,100,FISCO-BCOS
775.1937984496125,64,100,FISCO-BCOS
961.5384615384615,64,100,FISCO-BCOS
1492.5373134328358,64,100,FISCO-BCOS
1063.8297872340424,64,100,FISCO-BCOS
1388.888888888889,64,100,FISCO-BCOS
869.5652173913044,64,100,FISCO-BCOS
1492.5373134328358,64,100,FISCO-BCOS
833.3333333333334,64,100,FISCO-BCOS
884.9557522123894,64,100,FISCO-BCOS
1470.5882352941178,64,100,FISCO-BCOS
617.283950617284,64,100,FISCO-BCOS
826.4462809917355,64,100,FISCO-BCOS
1351.3513513513512,64,100,FISCO-BCOS
884.9557522123894,64,100,FISCO-BCOS
1408.450704225352,64,100,FISCO-BCOS
1408.450704225352,64,100,FISCO-BCOS
925.925925925926,64,100,FISCO-BCOS
1190.4761904761904,64,100,FISCO-BCOS
657.8947368421053,64,100,FISCO-BCOS
1754.3859649122805,64,100,FISCO-BCOS
1515.1515151515152,64,100,FISCO-BCOS
613.4969325153374,64,100,FISCO-BCOS
909.090909090909,64,100,FISCO-BCOS
1639.344262295082,64,100,FISCO-BCOS
1388.888888888889,64,100,FISCO-BCOS
1666.6666666666667,64,100,FISCO-BCOS
581.3953488372093,64,100,FISCO-BCOS
854.7008547008546,64,100,FISCO-BCOS
1333.3333333333333,64,100,FISCO-BCOS
847.457627118644,64,100,FISCO-BCOS
1538.4615384615386,64,100,FISCO-BCOS
1666.6666666666667,64,100,FISCO-BCOS
900.9009009009009,64,100,FISCO-BCOS
862.0689655172413,64,100,FISCO-BCOS
1000.0,64,100,FISCO-BCOS
840.3361344537815,64,100,FISCO-BCOS
900.9009009009009,64,100,FISCO-BCOS
877.1929824561403,64,100,FISCO-BCOS
1666.6666666666667,64,100,FISCO-BCOS
1388.888888888889,64,100,FISCO-BCOS
1562.5,64,100,FISCO-BCOS
546.448087431694,64,100,FISCO-BCOS
1587.3015873015872,64,100,FISCO-BCOS
900.9009009009009,64,100,FISCO-BCOS
934.5794392523364,64,100,FISCO-BCOS
900.9009009009009,64,100,FISCO-BCOS
1666.6666666666667,64,100,FISCO-BCOS
917.4311926605506,64,100,FISCO-BCOS
934.5794392523364,64,100,FISCO-BCOS
909.090909090909,64,100,FISCO-BCOS
925.925925925926,64,100,FISCO-BCOS
1666.6666666666667,64,100,FISCO-BCOS
917.4311926605506,64,100,FISCO-BCOS
877.1929824561403,64,100,FISCO-BCOS
840.3361344537815,64,100,FISCO-BCOS
1388.888888888889,64,100,FISCO-BCOS
900.9009009009009,64,100,FISCO-BCOS
826.4462809917355,64,100,FISCO-BCOS
